municipality_code,municipality_name,variable_code,variable_name,period,value_raw,source,value
1400704,Uiramutã - RR,37,Produto Interno Bruto a preços correntes,2021,143945.313,municipal_gdp,143945.313
1500107,Abaetetuba - PA,37,Produto Interno Bruto a preços correntes,2021,1947974.167,municipal_gdp,1947974.167
1500131,Abel Figueiredo - PA,37,Produto Interno Bruto a preços correntes,2021,105404.256,municipal_gdp,105404.256
1500206,Acará - PA,37,Produto Interno Bruto a preços correntes,2021,1432520.752,municipal_gdp,1432520.752
1500305,Afuá - PA,37,Produto Interno Bruto a preços correntes,2021,443759.447,municipal_gdp,443759.447
1500347,Água Azul do Norte - PA,37,Produto Interno Bruto a preços correntes,2021,642852.642,municipal_gdp,642852.642
1500404,Alenquer - PA,37,Produto Interno Bruto a preços correntes,2021,744810.674,municipal_gdp,744810.674
1500503,Almeirim - PA,37,Produto Interno Bruto a preços correntes,2021,687773.094,municipal_gdp,687773.094
1500602,Altamira - PA,37,Produto Interno Bruto a preços correntes,2021,3118776.506,municipal_gdp,3118776.506
1500701,Anajás - PA,37,Produto Interno Bruto a preços correntes,2021,258574.161,municipal_gdp,258574.161
1500800,Ananindeua - PA,37,Produto Interno Bruto a preços correntes,2021,8937579.161,municipal_gdp,8937579.161
1500859,Anapu - PA,37,Produto Interno Bruto a preços correntes,2021,587646.637,municipal_gdp,587646.637
1500909,Augusto Corrêa - PA,37,Produto Interno Bruto a preços correntes,2021,363264.865,municipal_gdp,363264.865
1500958,Aurora do Pará - PA,37,Produto Interno Bruto a preços correntes,2021,308260.187,municipal_gdp,308260.187
1501006,Aveiro - PA,37,Produto Interno Bruto a preços correntes,2021,151776.231,municipal_gdp,151776.231
1501105,Bagre - PA,37,Produto Interno Bruto a preços correntes,2021,250289.533,municipal_gdp,250289.533
1501204,Baião - PA,37,Produto Interno Bruto a preços correntes,2021,561718.716,municipal_gdp,561718.716
1501253,Bannach - PA,37,Produto Interno Bruto a preços correntes,2021,128925.331,municipal_gdp,128925.331
1501303,Barcarena - PA,37,Produto Interno Bruto a preços correntes,2021,9242378.136,municipal_gdp,9242378.136
1501402,Belém - PA,37,Produto Interno Bruto a preços correntes,2021,33567694.796,municipal_gdp,33567694.796
1501451,Belterra - PA,37,Produto Interno Bruto a preços correntes,2021,236957.565,municipal_gdp,236957.565
1501501,Benevides - PA,37,Produto Interno Bruto a preços correntes,2021,1986151.576,municipal_gdp,1986151.576
1501576,Bom Jesus do Tocantins - PA,37,Produto Interno Bruto a preços correntes,2021,243654.131,municipal_gdp,243654.131
1501600,Bonito - PA,37,Produto Interno Bruto a preços correntes,2021,206570.498,municipal_gdp,206570.498
1501709,Bragança - PA,37,Produto Interno Bruto a preços correntes,2021,1388410.604,municipal_gdp,1388410.604
1501725,Brasil Novo - PA,37,Produto Interno Bruto a preços correntes,2021,379575.301,municipal_gdp,379575.301
1501758,Brejo Grande do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2021,114973.901,municipal_gdp,114973.901
1501782,Breu Branco - PA,37,Produto Interno Bruto a preços correntes,2021,793767.522,municipal_gdp,793767.522
1501808,Breves - PA,37,Produto Interno Bruto a preços correntes,2021,892629.519,municipal_gdp,892629.519
1501907,Bujaru - PA,37,Produto Interno Bruto a preços correntes,2021,536455.711,municipal_gdp,536455.711
1501956,Cachoeira do Piriá - PA,37,Produto Interno Bruto a preços correntes,2021,227354.188,municipal_gdp,227354.188
1502004,Cachoeira do Arari - PA,37,Produto Interno Bruto a preços correntes,2021,255900.891,municipal_gdp,255900.891
1502103,Cametá - PA,37,Produto Interno Bruto a preços correntes,2021,1392448.604,municipal_gdp,1392448.604
1502152,Canaã dos Carajás - PA,37,Produto Interno Bruto a preços correntes,2021,34987915.115,municipal_gdp,34987915.115
1502202,Capanema - PA,37,Produto Interno Bruto a preços correntes,2021,1426639.092,municipal_gdp,1426639.092
1502301,Capitão Poço - PA,37,Produto Interno Bruto a preços correntes,2021,615256.053,municipal_gdp,615256.053
1502400,Castanhal - PA,37,Produto Interno Bruto a preços correntes,2021,4707380.586,municipal_gdp,4707380.586
1502509,Chaves - PA,37,Produto Interno Bruto a preços correntes,2021,247974.064,municipal_gdp,247974.064
1502608,Colares - PA,37,Produto Interno Bruto a preços correntes,2021,100826.097,municipal_gdp,100826.097
1502707,Conceição do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2021,662414.901,municipal_gdp,662414.901
