municipality_code,municipality_name,variable_code,variable_name,period,value_raw,source,value
1101203,Ministro Andreazza - RO,707,Pessoal ocupado total,2024,1396,cempre_general,1396.0
1101203,Ministro Andreazza - RO,708,Pessoal ocupado assalariado,2024,1203,cempre_general,1203.0
1101203,Ministro Andreazza - RO,662,Salários e outras remunerações,2024,40762.124,cempre_general,40762.124
1101203,Ministro Andreazza - RO,10143,Salário médio mensal em reais,2024,2488.45,cempre_general,2488.45
1101302,Mirante da Serra - RO,706,Número de unidades locais,2024,347,cempre_general,347.0
1101302,Mirante da Serra - RO,367,Número de empresas e outras organizações atuantes,2024,333,cempre_general,333.0
1101302,Mirante da Serra - RO,707,Pessoal ocupado total,2024,1618,cempre_general,1618.0
1101302,Mirante da Serra - RO,708,Pessoal ocupado assalariado,2024,1276,cempre_general,1276.0
1101302,Mirante da Serra - RO,662,Salários e outras remunerações,2024,44148.822,cempre_general,44148.822
1101302,Mirante da Serra - RO,10143,Salário médio mensal em reais,2024,2618.84,cempre_general,2618.84
1101401,Monte Negro - RO,706,Número de unidades locais,2024,356,cempre_general,356.0
1101401,Monte Negro - RO,367,Número de empresas e outras organizações atuantes,2024,351,cempre_general,351.0
1101401,Monte Negro - RO,707,Pessoal ocupado total,2024,1750,cempre_general,1750.0
1101401,Monte Negro - RO,708,Pessoal ocupado assalariado,2024,1386,cempre_general,1386.0
1101401,Monte Negro - RO,662,Salários e outras remunerações,2024,53891.392,cempre_general,53891.392
1101401,Monte Negro - RO,10143,Salário médio mensal em reais,2024,2864.27,cempre_general,2864.27
1101435,Nova União - RO,706,Número de unidades locais,2024,184,cempre_general,184.0
1101435,Nova União - RO,367,Número de empresas e outras organizações atuantes,2024,184,cempre_general,184.0
1101435,Nova União - RO,707,Pessoal ocupado total,2024,814,cempre_general,814.0
1101435,Nova União - RO,708,Pessoal ocupado assalariado,2024,640,cempre_general,640.0
1101435,Nova União - RO,662,Salários e outras remunerações,2024,18008.283,cempre_general,18008.283
1101435,Nova União - RO,10143,Salário médio mensal em reais,2024,2131.45,cempre_general,2131.45
1101450,Parecis - RO,706,Número de unidades locais,2024,163,cempre_general,163.0
1101450,Parecis - RO,367,Número de empresas e outras organizações atuantes,2024,160,cempre_general,160.0
1101450,Parecis - RO,707,Pessoal ocupado total,2024,660,cempre_general,660.0
1101450,Parecis - RO,708,Pessoal ocupado assalariado,2024,525,cempre_general,525.0
1101450,Parecis - RO,662,Salários e outras remunerações,2024,26396.876,cempre_general,26396.876
1101450,Parecis - RO,10143,Salário médio mensal em reais,2024,3504.30,cempre_general,3504.3
1101468,Pimenteiras do Oeste - RO,706,Número de unidades locais,2024,126,cempre_general,126.0
